flight_id,flight_date,airline,flight_number,origin_airport,destination_airport,distance_miles,aircraft_type,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_minutes,arrival_delay_minutes,delay_reason,cancelled,cancellation_reason,diverted,seats_available,passengers,ticket_price_avg,revenue,fuel_cost,weather_condition,customer_satisfaction_score,had_valid_delay_data,survey_responded,is_delay_outlier,delay_category,route,month,month_name,day_of_week,is_weekend,quarter,load_factor,rasm,operating_margin,is_on_time
FL104848,2025-10-26,Coastal Express,CO551,ORD,DFW,802.0,Boeing 787,2025-10-26 22:30:00,2025-10-26 22:25:00,2025-10-27 00:25:00,2025-10-27 00:27:00,-5.0,2.0,No Delay,False,Not Cancelled,False,160,122,316.36,38595.92,7908.37,Storm,2.0,True,True,False,On-Time / Early,ORD-DFW,10,October,Sunday,True,4,0.762,0.3008,30687.55,True
FL109873,2025-02-16,Bluewing Airlines,BL205,BOS,DFW,1559.0,Boeing 737,2025-02-16 06:15:00,2025-02-16 06:15:00,2025-02-16 09:47:00,2025-02-16 09:51:00,0.0,4.0,No Delay,False,Not Cancelled,False,250,192,375.53,72101.76,19884.35,Clear,5.0,True,True,False,On-Time / Early,BOS-DFW,2,February,Sunday,True,1,0.768,0.185,52217.409999999996,True
FL108120,2025-01-26,Coastal Express,CO489,SEA,BOS,2489.0,Embraer E190,2025-01-26 12:45:00,2025-01-26 12:40:00,2025-01-26 18:08:00,2025-01-26 18:12:00,-5.0,4.0,No Delay,False,Not Cancelled,False,140,126,467.96,58962.96,28932.25,Rain,3.0,True,True,False,On-Time / Early,SEA-BOS,1,January,Sunday,True,1,0.9,0.1692,30030.71,True
FL109563,2025-01-02,Summit Airlines,SU980,LAX,JFK,2470.0,Boeing 737,2025-01-02 16:00:00,2025-01-02 15:57:00,2025-01-02 21:38:00,2025-01-02 21:30:00,-3.0,-8.0,No Delay,False,Not Cancelled,False,140,81,484.29,39227.49,27121.47,Clear,4.0,True,True,False,On-Time / Early,LAX-JFK,1,January,Thursday,False,1,0.579,0.1134,12106.019999999997,True
FL107216,2025-04-26,Coastal Express,CO791,BOS,SEA,2489.0,Airbus A320,2025-04-26 20:45:00,2025-04-26 20:40:00,2025-04-27 02:25:00,2025-04-27 02:21:00,-5.0,-4.0,No Delay,False,Not Cancelled,False,250,200,405.36,81072.0,24853.88,Storm,4.0,True,True,False,On-Time / Early,BOS-SEA,4,April,Saturday,True,2,0.8,0.1303,56218.119999999995,True
FL111327,2025-11-11,Coastal Express,CO737,JFK,LAX,2470.0,Airbus A320,2025-11-11 06:00:00,2025-11-11 06:05:00,2025-11-11 11:39:00,2025-11-11 11:36:00,5.0,-3.0,Late Aircraft Arrival,False,Not Cancelled,False,250,193,447.91,86446.63,30153.21,Windy,,True,False,False,Minor Delay,JFK-LAX,11,November,Tuesday,False,4,0.772,0.14,56293.420000000006,True
FL106577,2025-01-25,Horizon Airways,HO344,JFK,DFW,1389.0,Boeing 787,2025-01-25 16:15:00,2025-01-25 16:15:00,2025-01-25 19:13:00,2025-01-25 19:14:00,0.0,1.0,No Delay,False,Not Cancelled,False,160,149,344.65,51352.85,13555.02,Clear,5.0,True,True,False,On-Time / Early,JFK-DFW,1,January,Saturday,True,1,0.931,0.2311,37797.83,True
FL103885,2025-02-14,Falcon Jet,FA424,JFK,ATL,759.0,Airbus A321,2025-02-14 13:00:00,2025-02-14 13:00:00,2025-02-14 14:32:00,2025-02-14 14:29:00,0.0,-3.0,No Delay,False,Not Cancelled,False,180,151,239.31,36135.81,8560.78,Clear,3.0,True,True,False,On-Time / Early,JFK-ATL,2,February,Friday,False,1,0.839,0.2645,27575.03,True
FL110097,2025-05-18,Falcon Jet,FA179,ATL,BOS,945.0,Airbus A320,2025-05-18 19:00:00,2025-05-18 19:02:00,2025-05-18 21:01:00,2025-05-18 21:04:00,2.0,3.0,No Delay,False,Not Cancelled,False,140,106,292.17,30970.02,11604.21,Rain,2.0,True,True,False,Minor Delay,ATL-BOS,5,May,Sunday,True,2,0.757,0.2341,19365.81,True
FL111906,2025-01-08,Bluewing Airlines,BL220,ATL,LAX,1942.0,Airbus A320,2025-01-08 16:45:00,2025-01-08 16:40:00,2025-01-08 21:11:00,2025-01-08 21:08:00,-5.0,-3.0,No Delay,False,Not Cancelled,False,160,139,395.77,55012.03,24664.99,Clear,2.0,True,True,False,On-Time / Early,ATL-LAX,1,January,Wednesday,False,1,0.869,0.177,30347.039999999997,True
FL104041,2025-04-08,Horizon Airways,HO774,ATL,DEN,1197.0,Embraer E190,2025-04-08 19:00:00,2025-04-08 18:57:00,2025-04-08 21:46:00,2025-04-08 21:37:00,-3.0,-9.0,No Delay,False,Not Cancelled,False,180,109,324.39,35358.51,13989.85,Rain,3.0,True,True,False,On-Time / Early,ATL-DEN,4,April,Tuesday,False,2,0.606,0.1641,21368.660000000003,True
FL104264,2025-02-16,Summit Airlines,SU338,ORD,SEA,1716.0,Airbus A321,2025-02-16 10:00:00,2025-02-16 09:57:00,2025-02-16 13:57:00,2025-02-16 14:03:00,-3.0,6.0,No Delay,False,Not Cancelled,False,250,187,355.81,66536.47,18232.9,Fog,,True,False,False,On-Time / Early,ORD-SEA,2,February,Sunday,True,1,0.748,0.1551,48303.57,True
FL101639,2025-12-03,Coastal Express,CO540,MIA,LAX,2338.0,Embraer E190,2025-12-03 22:30:00,2025-12-03 22:32:00,2025-12-04 03:44:00,2025-12-04 03:55:00,2.0,11.0,No Delay,False,Not Cancelled,False,250,210,424.54,89153.4,25244.86,Clear,5.0,True,True,False,Minor Delay,MIA-LAX,12,December,Wednesday,False,4,0.84,0.1525,63908.53999999999,True
FL107838,2025-09-24,Coastal Express,CO376,ATL,ORD,606.0,Airbus A321,2025-09-24 09:15:00,2025-09-24 09:12:00,2025-09-24 10:41:00,2025-09-24 10:45:00,-3.0,4.0,No Delay,False,Not Cancelled,False,160,143,238.62,34122.66,7815.53,Rain,4.0,True,True,False,On-Time / Early,ATL-ORD,9,September,Wednesday,False,3,0.894,0.3519,26307.130000000005,True
FL106872,2025-12-06,Falcon Jet,FA938,BOS,JFK,186.0,Embraer E190,2025-12-06 19:15:00,2025-12-06 19:15:00,2025-12-06 20:00:00,2025-12-06 20:00:00,0.0,0.0,No Delay,False,Not Cancelled,False,250,195,257.25,50163.75,2113.79,Clear,,True,False,False,On-Time / Early,BOS-JFK,12,December,Saturday,True,4,0.78,1.0788,48049.96,True
FL106396,2025-11-06,Falcon Jet,FA384,MIA,DFW,1120.0,Boeing 787,2025-11-06 21:00:00,2025-11-06 20:55:00,2025-11-06 23:38:00,2025-11-06 23:24:00,-5.0,-14.0,No Delay,False,Not Cancelled,False,180,152,309.95,47112.4,12273.68,Storm,1.0,True,True,False,On-Time / Early,MIA-DFW,11,November,Thursday,False,4,0.844,0.2337,34838.72,True
FL100946,2025-03-21,Skylink Air,SK332,ORD,MIA,1199.0,Boeing 787,2025-03-21 14:30:00,2025-03-21 14:27:00,2025-03-21 17:23:00,2025-03-21 17:20:00,-3.0,-3.0,No Delay,False,Not Cancelled,False,140,139,256.33,35629.87,12624.1,Clear,2.0,True,True,False,On-Time / Early,ORD-MIA,3,March,Friday,False,1,0.993,0.2123,23005.770000000004,True
FL107529,2025-09-19,Summit Airlines,SU395,DFW,LAX,1232.0,Airbus A321,2025-09-19 11:00:00,2025-09-19 11:00:00,2025-09-19 13:53:00,2025-09-19 13:47:00,0.0,-6.0,No Delay,False,Not Cancelled,False,140,133,422.2,56152.6,13211.65,Clear,1.0,True,True,False,On-Time / Early,DFW-LAX,9,September,Friday,False,3,0.95,0.3256,42940.95,True
FL107953,2025-04-20,Bluewing Airlines,BL436,MIA,ATL,596.0,Boeing 787,2025-04-20 18:15:00,2025-04-20 18:17:00,2025-04-20 19:28:00,2025-04-20 19:30:00,2.0,2.0,No Delay,False,Not Cancelled,False,140,92,319.08,29355.36,5925.2,Snow,3.0,True,True,False,Minor Delay,MIA-ATL,4,April,Sunday,True,2,0.657,0.3518,23430.16,True
FL100076,2025-06-01,Horizon Airways,HO336,ORD,DFW,802.0,Embraer E190,2025-06-01 22:00:00,2025-06-01 21:55:00,2025-06-01 23:54:00,2025-06-01 23:40:00,-5.0,-14.0,No Delay,False,Not Cancelled,False,160,139,337.52,46915.28,10801.76,Clear,2.0,True,True,False,On-Time / Early,ORD-DFW,6,June,Sunday,True,2,0.869,0.3656,36113.52,True
FL105437,2025-01-10,Summit Airlines,SU268,LAX,MIA,2338.0,Airbus A320,2025-01-10 15:30:00,2025-01-10 15:49:00,2025-01-10 20:49:00,2025-01-10 21:01:00,19.0,12.0,Weather,False,Not Cancelled,False,220,218,438.59,95612.62,26083.59,Fog,2.0,True,True,True,Moderate Delay,LAX-MIA,1,January,Friday,False,1,0.991,0.1859,69529.03,False
FL105849,2025-11-12,Bluewing Airlines,BL839,DFW,LAX,1232.0,Embraer E190,2025-11-12 20:15:00,2025-11-12 20:22:00,2025-11-12 23:01:00,2025-11-12 23:11:00,7.0,10.0,Air Traffic Control,False,Not Cancelled,False,160,99,351.07,34755.93,12737.44,Rain,,True,False,False,Minor Delay,DFW-LAX,11,November,Wednesday,False,4,0.619,0.1763,22018.489999999998,True
FL107156,2025-07-28,Coastal Express,CO452,ATL,DFW,730.0,Embraer E190,2025-07-28 13:15:00,2025-07-28 13:17:00,2025-07-28 14:49:00,2025-07-28 14:49:00,2.0,0.0,No Delay,False,Not Cancelled,False,140,140,283.97,39755.8,9840.74,Storm,5.0,True,True,False,Minor Delay,ATL-DFW,7,July,Monday,False,3,1.0,0.389,29915.060000000005,True
FL102799,2025-12-30,Coastal Express,CO491,DFW,ATL,730.0,Embraer E190,2025-12-30 17:45:00,2025-12-30 17:47:00,2025-12-30 19:25:00,2025-12-30 19:17:00,2.0,-8.0,No Delay,False,Not Cancelled,False,160,156,281.27,43878.12,9491.26,Clear,2.0,True,True,False,Minor Delay,DFW-ATL,12,December,Tuesday,False,4,0.975,0.3757,34386.86,True
FL108234,2025-09-02,Skylink Air,SK261,ORD,SEA,1716.0,Airbus A320,2025-09-02 16:15:00,2025-09-02 16:15:00,2025-09-02 20:03:00,2025-09-02 20:10:00,0.0,7.0,No Delay,False,Not Cancelled,False,220,207,304.07,62942.49,16768.98,Clear,4.0,True,True,False,On-Time / Early,ORD-SEA,9,September,Tuesday,False,3,0.941,0.1667,46173.509999999995,True
FL105030,2025-07-27,Falcon Jet,FA593,JFK,MIA,1091.0,Boeing 787,2025-07-27 21:30:00,2025-07-27 21:35:00,2025-07-28 00:02:00,2025-07-28 00:16:00,5.0,14.0,Late Aircraft Arrival,False,Not Cancelled,False,180,123,253.06,31126.38,13650.08,Clear,,True,False,False,Minor Delay,JFK-MIA,7,July,Sunday,True,3,0.683,0.1585,17476.300000000003,True
FL100604,2025-02-12,Coastal Express,CO444,SEA,LAX,955.0,Boeing 737,2025-02-12 18:15:00,2025-02-12 18:12:00,2025-02-12 20:26:00,2025-02-12 20:27:00,-3.0,1.0,No Delay,False,Not Cancelled,False,250,238,322.16,76674.08,10589.83,Clear,4.0,True,True,False,On-Time / Early,SEA-LAX,2,February,Wednesday,False,1,0.952,0.3211,66084.25,True
FL103726,2025-02-25,Horizon Airways,HO643,ORD,DFW,802.0,Airbus A321,2025-02-25 18:00:00,2025-02-25 18:48:00,2025-02-25 19:54:00,2025-02-25 20:50:00,48.0,56.0,Security,False,Not Cancelled,False,140,101,277.7,28047.7,10822.97,Storm,3.0,True,True,True,Moderate Delay,ORD-DFW,2,February,Tuesday,False,1,0.721,0.2498,17224.730000000003,False
FL107111,2025-07-27,Bluewing Airlines,BL117,BOS,SEA,2489.0,Boeing 737,2025-07-27 13:15:00,2025-07-27 13:17:00,2025-07-27 18:55:00,2025-07-27 19:01:00,2.0,6.0,No Delay,False,Not Cancelled,False,180,160,436.48,69836.8,29763.22,Snow,3.0,True,True,False,Minor Delay,BOS-SEA,7,July,Sunday,True,3,0.889,0.1559,40073.58,True
FL108889,2025-07-02,Bluewing Airlines,BL814,JFK,LAX,2470.0,Airbus A320,2025-07-02 14:15:00,2025-07-02 14:17:00,2025-07-02 19:42:00,2025-07-02 19:44:00,2.0,2.0,No Delay,False,Not Cancelled,False,220,220,388.22,85408.4,30757.11,Storm,2.0,True,True,False,Minor Delay,JFK-LAX,7,July,Wednesday,False,3,1.0,0.1572,54651.28999999999,True
FL105366,2025-07-02,Bluewing Airlines,BL376,LAX,BOS,2605.0,Airbus A321,2025-07-02 08:45:00,2025-07-02 09:43:00,2025-07-02 14:37:00,2025-07-02 15:42:00,58.0,65.0,Security,False,Not Cancelled,False,160,122,461.96,56359.12,33242.8,Clear,3.0,True,True,True,Moderate Delay,LAX-BOS,7,July,Wednesday,False,3,0.762,0.1352,23116.32,False
FL105668,2025-10-10,Summit Airlines,SU541,ORD,JFK,738.0,Boeing 787,2025-10-10 22:30:00,2025-10-10 22:48:00,2025-10-11 00:17:00,2025-10-11 00:26:00,18.0,9.0,Security,False,Not Cancelled,False,160,146,299.49,43725.54,7195.15,Rain,,True,False,True,Moderate Delay,ORD-JFK,10,October,Friday,False,4,0.912,0.3703,36530.39,False
FL103427,2025-01-16,Skylink Air,SK703,JFK,BOS,186.0,Embraer E190,2025-01-16 19:30:00,2025-01-16 19:25:00,2025-01-16 20:15:00,2025-01-16 20:10:00,-5.0,-5.0,No Delay,False,Not Cancelled,False,180,144,194.67,28032.48,1852.29,Clear,3.0,True,True,False,On-Time / Early,JFK-BOS,1,January,Thursday,False,1,0.8,0.8373,26180.19,True
FL102409,2025-11-04,Skylink Air,SK967,JFK,SEA,2415.0,Airbus A321,2025-11-04 07:45:00,2025-11-04 07:40:00,2025-11-04 12:59:00,2025-11-04 12:52:00,-5.0,-7.0,No Delay,False,Not Cancelled,False,250,192,304.76,58513.92,25592.46,Clear,1.0,True,True,False,On-Time / Early,JFK-SEA,11,November,Tuesday,False,4,0.768,0.0969,32921.46,True
FL108119,2025-07-28,Bluewing Airlines,BL535,DFW,ORD,802.0,Boeing 737,2025-07-28 21:15:00,2025-07-28 21:10:00,2025-07-28 22:54:00,2025-07-28 22:44:00,-5.0,-10.0,No Delay,False,Not Cancelled,False,180,133,288.66,38391.78,8728.65,Clear,2.0,True,True,False,On-Time / Early,DFW-ORD,7,July,Monday,False,3,0.739,0.2659,29663.129999999997,True
FL105522,2025-12-21,Horizon Airways,HO841,BOS,JFK,186.0,Airbus A321,2025-12-21 17:30:00,2025-12-21 17:30:00,2025-12-21 18:15:00,2025-12-21 18:07:00,0.0,-8.0,No Delay,False,Not Cancelled,False,220,155,214.16,33194.8,2136.71,Clear,,True,False,False,On-Time / Early,BOS-JFK,12,December,Sunday,True,4,0.705,0.8112,31058.090000000004,True
FL105250,2025-03-23,Coastal Express,CO152,SEA,DEN,1022.0,Boeing 787,2025-03-23 09:30:00,2025-03-23 09:46:00,2025-03-23 11:37:00,2025-03-23 11:53:00,16.0,16.0,Security,False,Not Cancelled,False,220,167,240.91,40231.97,10637.15,Fog,1.0,True,True,True,Moderate Delay,SEA-DEN,3,March,Sunday,True,1,0.759,0.1789,29594.82,False
FL108866,2025-10-01,Falcon Jet,FA968,DEN,MIA,1708.0,Boeing 787,2025-10-01 16:00:00,2025-10-01 16:00:00,2025-10-01 19:59:00,2025-10-01 19:59:00,0.0,0.0,No Delay,False,Not Cancelled,False,160,102,360.87,36808.74,18982.71,Clear,4.0,True,True,False,On-Time / Early,DEN-MIA,10,October,Wednesday,False,4,0.638,0.1347,17826.03,True
FL100024,2025-01-29,Bluewing Airlines,BL190,BOS,LAX,2605.0,Airbus A321,2025-01-29 09:15:00,2025-01-29 09:12:00,2025-01-29 15:10:00,2025-01-29 14:57:00,-3.0,-13.0,No Delay,False,Not Cancelled,False,140,82,497.23,40772.86,32126.75,Rain,3.0,True,True,False,On-Time / Early,BOS-LAX,1,January,Wednesday,False,1,0.586,0.1118,8646.11,True
FL108487,2025-10-09,Coastal Express,CO206,ORD,DEN,886.0,Embraer E190,2025-10-09 18:45:00,2025-10-09 18:45:00,2025-10-09 20:43:00,2025-10-09 20:38:00,0.0,-5.0,No Delay,False,Not Cancelled,False,140,116,288.34,33447.44,11766.13,Windy,2.0,True,True,False,On-Time / Early,ORD-DEN,10,October,Thursday,False,4,0.829,0.2697,21681.310000000005,True
FL110510,2025-06-26,Bluewing Airlines,BL466,LAX,MIA,2338.0,Boeing 787,2025-06-26 20:30:00,2025-06-26 20:30:00,2025-06-27 01:44:00,2025-06-27 01:36:00,0.0,-8.0,No Delay,False,Not Cancelled,False,140,123,425.99,52396.77,25786.08,Clear,5.0,True,True,False,On-Time / Early,LAX-MIA,6,June,Thursday,False,2,0.879,0.1601,26610.689999999995,True
FL103479,2025-08-14,Falcon Jet,FA678,ORD,SEA,1716.0,Embraer E190,2025-08-14 21:30:00,2025-08-14 21:27:00,2025-08-15 01:11:00,2025-08-15 01:09:00,-3.0,-2.0,No Delay,False,Not Cancelled,False,220,147,395.88,58194.36,22500.16,Rain,3.0,True,True,False,On-Time / Early,ORD-SEA,8,August,Thursday,False,3,0.668,0.1541,35694.2,True
FL109314,2025-10-30,Summit Airlines,SU376,JFK,DEN,1621.0,Embraer E190,2025-10-30 10:00:00,2025-10-30 09:55:00,2025-10-30 13:42:00,2025-10-30 13:31:00,-5.0,-11.0,No Delay,False,Not Cancelled,False,140,77,378.92,29176.84,19201.09,Clear,4.0,True,True,False,On-Time / Early,JFK-DEN,10,October,Thursday,False,4,0.55,0.1286,9975.75,True
FL106428,2025-01-08,Bluewing Airlines,BL382,ORD,LAX,1742.0,Embraer E190,2025-01-08 20:30:00,2025-01-08 20:30:00,2025-01-09 00:22:00,2025-01-09 00:27:00,0.0,5.0,No Delay,False,Not Cancelled,False,160,111,424.46,47115.06,21581.79,Clear,4.0,True,True,False,On-Time / Early,ORD-LAX,1,January,Wednesday,False,1,0.694,0.169,25533.269999999997,True
FL103175,2025-10-06,Coastal Express,CO276,DFW,JFK,1389.0,Boeing 737,2025-10-06 19:45:00,2025-10-06 19:40:00,2025-10-06 23:04:00,2025-10-06 22:51:00,-5.0,-13.0,No Delay,False,Not Cancelled,False,160,84,270.83,22749.72,14183.75,Storm,5.0,True,True,False,On-Time / Early,DFW-JFK,10,October,Monday,False,4,0.525,0.1024,8565.970000000001,True
FL101485,2025-06-01,Bluewing Airlines,BL287,SEA,BOS,2489.0,Boeing 787,2025-06-01 14:30:00,2025-06-01 14:32:00,2025-06-01 19:56:00,2025-06-01 20:03:00,2.0,7.0,No Delay,False,Not Cancelled,False,250,195,338.295,92254.5,31018.09,Clear,,True,False,False,Minor Delay,SEA-BOS,6,June,Sunday,True,2,0.78,0.1483,61236.41,True
FL105880,2025-10-26,Falcon Jet,FA870,LAX,DEN,861.0,Airbus A320,2025-10-26 22:45:00,2025-10-26 22:40:00,2025-10-27 00:37:00,2025-10-27 00:28:00,-5.0,-9.0,No Delay,False,Not Cancelled,False,160,153,247.38,37849.14,10261.76,Snow,2.0,True,True,False,On-Time / Early,LAX-DEN,10,October,Sunday,True,4,0.956,0.2747,27587.379999999997,True
FL107237,2025-12-26,Summit Airlines,SU328,JFK,ATL,759.0,Airbus A320,2025-12-26 19:15:00,2025-12-26 19:15:00,2025-12-26 20:52:00,2025-12-26 20:42:00,0.0,-10.0,No Delay,False,Not Cancelled,False,220,185,329.79,61011.15,7590.53,Clear,2.0,True,True,False,On-Time / Early,JFK-ATL,12,December,Friday,False,4,0.841,0.3654,53420.62,True
FL101367,2025-01-08,Horizon Airways,HO213,ATL,DFW,730.0,Airbus A321,2025-01-08 08:45:00,2025-01-08 08:49:00,2025-01-08 10:20:00,2025-01-08 10:17:00,4.0,-3.0,Security,False,Not Cancelled,False,220,191,284.93,54421.63,8181.24,Windy,,True,False,False,Minor Delay,ATL-DFW,1,January,Wednesday,False,1,0.868,0.3389,46240.39,True
FL107470,2025-10-20,Bluewing Airlines,BL637,JFK,ATL,759.0,Boeing 737,2025-10-20 07:00:00,2025-10-20 07:36:00,2025-10-20 08:36:00,2025-10-20 09:19:00,36.0,43.0,Security,False,Not Cancelled,False,140,117,276.74,32378.58,7661.18,Clear,,True,False,True,Moderate Delay,JFK-ATL,10,October,Monday,False,4,0.836,0.3047,24717.4,False
FL110059,2025-09-25,Falcon Jet,FA330,LAX,ORD,1742.0,Embraer E190,2025-09-25 15:15:00,2025-09-25 15:15:00,2025-09-25 19:00:00,2025-09-25 19:07:00,0.0,7.0,No Delay,False,Not Cancelled,False,220,147,416.61,61241.67,22483.6,Fog,5.0,True,True,False,On-Time / Early,LAX-ORD,9,September,Thursday,False,3,0.668,0.1598,38758.07,True
FL105445,2025-01-30,Coastal Express,CO429,DFW,JFK,1389.0,Embraer E190,2025-01-30 05:00:00,2025-01-30 05:00:00,2025-01-30 07:55:00,2025-01-30 07:52:00,0.0,-3.0,No Delay,False,Not Cancelled,False,220,165,337.74,55451.55,14913.26,Rain,3.0,True,True,False,On-Time / Early,DFW-JFK,1,January,Thursday,False,1,0.75,0.1815,40538.29,True
FL109883,2025-04-24,Coastal Express,CO537,ORD,DFW,802.0,Airbus A321,2025-04-24 08:15:00,2025-04-24 08:17:00,2025-04-24 10:07:00,2025-04-24 10:01:00,2.0,-6.0,No Delay,False,Not Cancelled,False,160,140,244.75,34265.0,10510.14,Rain,1.0,True,True,False,Minor Delay,ORD-DFW,4,April,Thursday,False,2,0.875,0.267,23754.86,True
FL108096,2025-03-17,Skylink Air,SK252,ATL,DFW,730.0,Airbus A320,2025-03-17 09:45:00,2025-03-17 09:47:00,2025-03-17 11:24:00,2025-03-17 11:27:00,2.0,3.0,No Delay,False,Not Cancelled,False,220,167,268.02,44759.34,8291.6,Snow,5.0,True,True,False,Minor Delay,ATL-DFW,3,March,Monday,False,1,0.759,0.2787,36467.74,True
FL105212,2025-10-15,Bluewing Airlines,BL334,ATL,SEA,2178.0,Embraer E190,2025-10-15 07:45:00,2025-10-15 07:42:00,2025-10-15 12:44:00,2025-10-15 12:47:00,-3.0,3.0,No Delay,False,Not Cancelled,False,180,146,395.2,57699.2,27234.55,Fog,1.0,True,True,False,On-Time / Early,ATL-SEA,10,October,Wednesday,False,4,0.811,0.1472,30464.649999999998,True
FL107858,2025-06-25,Summit Airlines,SU835,LAX,SEA,955.0,Boeing 787,2025-06-25 07:15:00,2025-06-25 07:17:00,2025-06-25 09:17:00,2025-06-25 09:21:00,2.0,4.0,No Delay,False,Not Cancelled,False,220,176,341.27,60063.52,9956.85,Clear,,True,False,False,Minor Delay,LAX-SEA,6,June,Wednesday,False,2,0.8,0.2859,50106.67,True
FL107315,2025-12-12,Summit Airlines,SU445,ORD,ATL,606.0,Embraer E190,2025-12-12 10:15:00,2025-12-12 10:17:00,2025-12-12 11:45:00,2025-12-12 11:43:00,2.0,-2.0,No Delay,False,Not Cancelled,False,180,139,264.41,36752.99,6178.99,Windy,,True,False,False,Minor Delay,ORD-ATL,12,December,Friday,False,4,0.772,0.3369,30574.0,True
FL101898,2025-05-25,Coastal Express,CO141,DFW,ATL,730.0,Embraer E190,2025-05-25 17:30:00,2025-05-25 17:30:00,2025-05-25 18:59:00,2025-05-25 18:53:00,0.0,-6.0,No Delay,False,Not Cancelled,False,160,143,283.81,40584.83,8358.99,Clear,2.0,True,True,False,On-Time / Early,DFW-ATL,5,May,Sunday,True,2,0.894,0.3475,32225.840000000004,True
FL106231,2025-09-15,Summit Airlines,SU417,DEN,DFW,641.0,Boeing 787,2025-09-15 09:45:00,2025-09-15 09:45:00,2025-09-15 11:03:00,2025-09-15 11:09:00,0.0,6.0,No Delay,False,Not Cancelled,False,180,180,284.61,51229.8,6675.34,Rain,2.0,True,True,False,On-Time / Early,DEN-DFW,9,September,Monday,False,3,1.0,0.444,44554.46000000001,True
FL100473,2025-04-02,Horizon Airways,HO905,SEA,LAX,955.0,Embraer E190,2025-04-02 09:00:00,2025-04-02 08:57:00,2025-04-02 11:08:00,2025-04-02 11:02:00,-3.0,-6.0,No Delay,False,Not Cancelled,False,250,179,338.76,60638.04,11779.65,Clear,,True,False,False,On-Time / Early,SEA-LAX,4,April,Wednesday,False,2,0.716,0.254,48858.39,True
FL110640,2025-09-02,Summit Airlines,SU627,JFK,ATL,759.0,Airbus A320,2025-09-02 11:30:00,2025-09-02 11:36:00,2025-09-02 13:01:00,2025-09-02 13:14:00,6.0,13.0,Late Aircraft Arrival,False,Not Cancelled,False,140,119,301.79,35913.01,9691.6,Rain,,True,False,False,Minor Delay,JFK-ATL,9,September,Tuesday,False,3,0.85,0.338,26221.410000000003,True
FL110267,2025-09-27,Coastal Express,CO877,MIA,JFK,1091.0,Boeing 787,2025-09-27 21:30:00,2025-09-27 21:25:00,2025-09-27 23:48:00,2025-09-27 23:35:00,-5.0,-13.0,No Delay,False,Not Cancelled,False,180,152,240.98,36628.96,12833.83,Fog,1.0,True,True,False,On-Time / Early,MIA-JFK,9,September,Saturday,True,3,0.844,0.1865,23795.129999999997,True
FL108291,2025-06-11,Coastal Express,CO817,ORD,BOS,864.0,Airbus A321,2025-06-11 12:30:00,2025-06-11 12:30:00,2025-06-11 14:17:00,2025-06-11 14:26:00,0.0,9.0,No Delay,False,Not Cancelled,False,160,118,213.81,25229.58,8385.75,Clear,3.0,True,True,False,On-Time / Early,ORD-BOS,6,June,Wednesday,False,2,0.738,0.1825,16843.83,True
FL108065,2025-12-10,Bluewing Airlines,BL602,MIA,LAX,2338.0,Embraer E190,2025-12-10 07:00:00,2025-12-10 07:00:00,2025-12-10 12:02:00,2025-12-10 11:55:00,0.0,-7.0,No Delay,False,Not Cancelled,False,250,212,324.49,68791.88,28604.92,Clear,2.0,True,True,False,On-Time / Early,MIA-LAX,12,December,Wednesday,False,4,0.848,0.1177,40186.96000000001,True
FL107288,2025-04-19,Bluewing Airlines,BL272,JFK,DEN,1621.0,Airbus A321,2025-04-19 13:45:00,2025-04-19 13:45:00,2025-04-19 17:25:00,2025-04-19 17:27:00,0.0,2.0,No Delay,False,Not Cancelled,False,250,225,361.56,81351.0,16224.72,Snow,,True,False,False,On-Time / Early,JFK-DEN,4,April,Saturday,True,2,0.9,0.2007,65126.28,True
FL102072,2025-08-12,Bluewing Airlines,BL202,ATL,BOS,945.0,Boeing 787,2025-08-12 11:00:00,2025-08-12 11:14:00,2025-08-12 13:07:00,2025-08-12 13:25:00,14.0,18.0,Airline Operations,False,Not Cancelled,False,180,143,321.18,45928.74,11788.47,Snow,5.0,True,True,True,Minor Delay,ATL-BOS,8,August,Tuesday,False,3,0.794,0.27,34140.27,True
FL105086,2025-04-19,Skylink Air,SK778,BOS,DEN,1749.0,Airbus A321,2025-04-19 17:15:00,2025-04-19 17:15:00,2025-04-19 21:15:00,2025-04-19 21:23:00,0.0,8.0,No Delay,False,Not Cancelled,False,250,190,452.85,86041.5,23230.34,Clear,,True,False,False,On-Time / Early,BOS-DEN,4,April,Saturday,True,2,0.76,0.1968,62811.16,True
FL107398,2025-03-19,Coastal Express,CO173,ORD,MIA,1199.0,Airbus A320,2025-03-19 18:45:00,2025-03-19 18:48:00,2025-03-19 21:27:00,2025-03-19 21:39:00,3.0,12.0,Security,False,Not Cancelled,False,250,208,254.69,52975.52,13679.31,Windy,2.0,True,True,False,Minor Delay,ORD-MIA,3,March,Wednesday,False,1,0.832,0.1767,39296.21,True
FL109628,2025-03-24,Falcon Jet,FA742,DEN,BOS,1749.0,Embraer E190,2025-03-24 22:30:00,2025-03-24 22:44:00,2025-03-25 02:14:00,2025-03-25 02:29:00,14.0,15.0,Late Aircraft Arrival,False,Not Cancelled,False,220,191,419.47,80118.77,23205.63,Clear,,True,False,True,Minor Delay,DEN-BOS,3,March,Monday,False,1,0.868,0.2082,56913.14,True
